Path|Owners|Online?|PS (2e34)|Datasets (SmartPS)|Streams|L1T Seed
HLT_CscCluster50_Photon20Unseeded_v1|EXO|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_CscCluster50_Photon30Unseeded_v1|EXO|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_CscCluster100_Ele5_v1|EXO|Yes||Muon0, Muon1|PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_CscCluster100_Mu5_v1|EXO|Yes||Muon0, Muon1|PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_CscCluster100_PNetTauhPFJet10_Loose_v1|EXO|Yes||Muon0, Muon1|PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_DoubleCscCluster75_v4|EXO|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_TwoMuShower_Loose
HLT_IsoTrk200_L1SingleMuShower_v1|EXO, MUO|Yes||Muon0, Muon1|PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_IsoTrk400_L1SingleMuShower_v1|EXO, MUO|Yes||Muon0, Muon1|PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_DoubleCscCluster100_v4|EXO|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_TwoMuShower_Loose
HLT_L1CSCShower_DTCluster50_v7|EXO|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_L1CSCShower_DTCluster75_v7|EXO|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_PFMET105_IsoTrk50_v8|EXO|Yes||JetMET0, JetMET1, OnlineMonitor|DQM, PhysicsJetMET0, PhysicsJetMET1|L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF130 OR L1_ETMHF140 OR L1_ETMHF150 OR L1_ETM150 OR L1_ETMHF70_HTT60er OR L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er OR L1_ETMHF130_HTT60er OR L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1 OR L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1
HLT_L1SingleLLPJet_v4|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT170_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_DisplacedDijet60_DisplacedTrack_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT270_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_DisplacedDijet40_Inclusive1PtrkShortSig5_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT240_L1SingleLLPJet_DisplacedDijet40_Inclusive1PtrkShortSig5_v5|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT280_L1SingleLLPJet_DisplacedDijet40_Inclusive1PtrkShortSig5_v5|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT320_L1SingleLLPJet_DisplacedDijet60_Inclusive_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT420_L1SingleLLPJet_DisplacedDijet60_Inclusive_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_DelayedJet40_SingleDelay1nsTrackless_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_DelayedJet40_SingleDelay2nsInclusive_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_DelayedJet40_DoubleDelay0p5nsTrackless_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_DelayedJet40_DoubleDelay1nsInclusive_v8|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_PFJet60_NeutralHadronFrac0p7_v1|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_HT200_L1SingleLLPJet_PFJet60_NeutralHadronFrac0p8_v1|EXO|Yes||DisplacedJet, OnlineMonitor|DQM, PhysicsDispJetBTagMuEGTau|L1_HTT120_SingleLLPJet40 OR L1_HTT160_SingleLLPJet50 OR L1_HTT200_SingleLLPJet60 OR L1_HTT240_SingleLLPJet70 OR L1_DoubleLLPJet40
HLT_DiPhoton10Time1ns_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_TripleEG_18_17_8_er2p5 OR L1_TripleEG_18_18_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
HLT_DiPhoton10Time1p2ns_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_TripleEG_18_17_8_er2p5 OR L1_TripleEG_18_18_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
HLT_DiPhoton10Time1p4ns_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_TripleEG_18_17_8_er2p5 OR L1_TripleEG_18_18_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
HLT_DiPhoton10Time1p6ns_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_TripleEG_18_17_8_er2p5 OR L1_TripleEG_18_18_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
HLT_DiPhoton10Time1p8ns_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_TripleEG_18_17_8_er2p5 OR L1_TripleEG_18_18_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
HLT_DiPhoton10Time2ns_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_TripleEG_18_17_8_er2p5 OR L1_TripleEG_18_18_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
HLT_DiPhoton10_CaloIdL_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_Mu6_DoubleEG12er2p5 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_15_10_er2p5 OR L1_DoubleEG_20_10_er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_27_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5 OR L1_DoubleEG_LooseIso25_12_er2p5 OR L1_TripleEG_18_17_8_er2p5 OR L1_TripleEG_18_18_12_er2p5 OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT320er
HLT_DoubleEle6p5_eta1p22_mMax6_v7|BPH|Yes||EGamma0, EGamma1|PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG11_er1p2_dR_Max0p6
HLT_DoubleEle8_eta1p22_mMax6_v7|BPH|Yes||EGamma0, EGamma1|PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG11_er1p2_dR_Max0p6
HLT_DoubleEle10_eta1p22_mMax6_v7|BPH|Yes||EGamma0, EGamma1|PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG11_er1p2_dR_Max0p6
HLT_SingleEle8_v6|BPH|Yes||EGamma0, EGamma1|PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG11_er1p2_dR_Max0p6
HLT_SingleEle8_SingleEGL1_v6|BPH|Yes||EGamma0, EGamma1|PhysicsEGamma0, PhysicsEGamma1|L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG_LooseIso16_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso18_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso20_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso22_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso25_LooseIso12_er1p5 OR L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG_LooseIso16_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso18_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso20_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso22_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso25_LooseIso12_er1p5 OR L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG_LooseIso16_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso18_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso20_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso22_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso25_LooseIso12_er1p5 OR L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG_LooseIso16_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso18_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso20_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso22_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso25_LooseIso12_er1p5 OR L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton24_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG_LooseIso16_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso18_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso20_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso22_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso25_LooseIso12_er1p5 OR L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton24_16_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v7|EXO|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_DoubleEG_LooseIso16_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso18_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso20_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso22_LooseIso12_er1p5 OR L1_DoubleEG_LooseIso25_LooseIso12_er1p5 OR L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Mu50_L1SingleMuShower_v6|EXO, MUO|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMuShower_Nominal OR L1_SingleMuShower_Tight
HLT_IsoMu24_OneProng32_v4|SMP|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_SingleMu22
HLT_Photon32_OneProng32_M50To105_v5|SMP|Yes||EGamma0, EGamma1, OnlineMonitor|DQM, PhysicsEGamma0, PhysicsEGamma1|L1_LooseIsoEG22er2p1_Tau70er2p1_dR_Min0p3 OR L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3 OR L1_SingleEG36er2p5
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_OneProng_v3|SMP|Yes||OnlineMonitor, Tau|DQM, PhysicsDispJetBTagMuEGTau|L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleTau70er2p1 OR L1_DoubleIsoTau32er2p1_Mass_Max80
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_OneProng_CrossL1_v3|SMP|Yes||Muon0, Muon1, OnlineMonitor|DQM, PhysicsMuon0, PhysicsMuon1|L1_Mu18er2p1_Tau24er2p1 OR L1_Mu18er2p1_Tau26er2p1
